Insult,Polarity
0,0.152380952381
0,0.0
1,-0.233333333333
0,0.0
0,0.0
0,0.0
0,0.0
0,0.6
0,0.0
0,-0.102083333333
0,-0.0131655844156
0,0.116666666667
0,0.0
0,-0.155555555556
0,-0.7
0,0.0
0,0.0
0,0.0
0,-0.0166666666667
0,-1.0
0,0.319444444444
0,0.0
0,0.0
0,0.153782051282
1,0.0
0,0.375
0,-1.0
0,-0.281481481481
1,-0.4
0,0.209863704004
0,-0.6
0,-0.125
0,-0.8
0,0.0
0,-0.0375
1,-0.455555555556
1,0.0
0,-0.1
0,-0.133333333333
0,0.0
1,0.0
0,0.08
0,0.370833333333
0,0.137301587302
1,-0.6
1,0.0
0,0.142857142857
0,0.4
0,-0.15
0,0.35
0,-0.18125
0,0.106746031746
1,0.5
0,0.0
1,0.1
0,0.0
1,-0.8
0,0.0
1,-0.0944444444444
0,0.0675324675325
0,0.05625
0,0.166666666667
0,-0.0333333333333
0,-0.175555555556
0,0.48828125
0,-0.323333333333
1,0.1
0,0.1
1,-0.275
0,-0.108333333333
0,-0.241666666667
1,0.0
0,0.0
1,-0.0143253968254
1,-0.15125
0,0.0
0,0.0
0,0.281746031746
1,-0.240740740741
0,-0.154365079365
1,-0.2675
1,-0.471428571429
0,0.5
0,0.0
0,0.287755102041
1,0.2
1,0.0
0,-0.15
0,0.05
0,-0.0851851851852
0,-0.282490079365
0,0.0140789473684
0,0.6
0,-0.025
0,0.226573426573
0,0.0
0,0.0
0,0.0
1,0.208333333333
0,0.35
0,-0.25
1,0.0888888888889
0,-0.234375
1,0.0
1,-0.6
1,-0.01
0,0.1125
0,0.0
0,0.075
1,0.0
0,-0.15
1,0.2
0,0.0833333333333
0,0.366666666667
0,-0.234375
0,0.0
0,0.189285714286
1,0.0
0,0.0
0,0.0
1,-0.4
0,0.5
0,0.8
0,-0.2
1,0.355
1,-0.257142857143
1,0.9
0,0.139722222222
0,0.0
1,-0.375
0,0.458333333333
0,0.0
1,-0.4
0,-0.183333333333
0,-0.0166666666667
0,0.6
0,0.0
0,-0.35
0,0.166666666667
0,0.658333333333
1,0.0
0,0.07
0,-0.25
1,-0.8
1,-0.388888888889
1,0.283333333333
0,0.1
0,-0.291666666667
1,-0.2
0,-0.25
0,0.05875
0,0.173333333333
0,0.0545238095238
0,-0.5
1,-1.0
1,0.0
0,0.0
1,0.0
0,-0.119444444444
1,-0.05
0,0.0
1,-0.370238095238
0,0.104166666667
0,-0.00297619047619
0,0.0
0,-0.1
1,-0.8
0,0.05
0,1.0
1,-0.38125
0,-0.133333333333
0,-0.875
0,-0.299322916667
0,0.5
0,0.285714285714
0,0.0
0,0.0
1,0.0
0,0.0333333333333
1,0.0
0,0.1125
0,-0.15
0,0.0
0,0.321428571429
0,0.46875
0,0.0325665509259
1,0.0
1,0.0166666666667
0,0.0
0,1.0
0,0.0729166666667
0,3.46944695195e-18
0,0.315750915751
1,0.0
1,0.0
0,0.0125
1,-0.425
0,0.25
0,0.11
0,0.0
0,0.0
1,0.392857142857
1,-0.7
0,0.0
0,-0.0625
1,-0.488888888889
0,-0.25
0,-0.416666666667
1,-0.190909090909
1,-0.166666666667
1,-0.6
0,0.318181818182
0,-0.5
1,-0.434606481481
0,0.147619047619
1,-0.6
0,0.142857142857
0,-0.141666666667
0,-0.8
0,0.275
0,-0.2
1,-0.449166666667
0,0.64375
0,0.0
0,-0.2375
1,0.0
0,0.0555555555556
0,0.225
1,0.0
1,-0.075
0,-0.366071428571
0,0.0
0,-0.103571428571
0,0.5
0,-0.0409090909091
0,0.472222222222
0,0.0
0,0.31
0,0.0
0,-0.166666666667
0,0.0
0,0.0
0,-0.025
0,-0.208333333333
0,0.1
0,0.0
1,-0.2
0,-0.404761904762
0,-0.25
0,0.5
0,-0.05
0,0.1375
0,0.0
0,0.416666666667
0,0.3
0,0.1
0,0.4
0,0.0
0,0.2
0,-0.025
0,0.6
0,0.55
0,0.136363636364
0,0.175
1,-0.375
0,0.0681818181818
1,0.0
1,0.0
0,0.04
0,0.0
0,-0.131493506494
0,0.0
0,0.166666666667
0,0.0
0,0.0
1,0.045
0,0.1
0,0.0
0,-0.00892857142857
0,0.0666666666667
0,0.0
0,-0.05
0,-0.5
0,0.0
0,0.136363636364
0,0.11
0,0.0
1,-0.4
1,-0.25
0,0.5
1,-0.19375
1,-0.4
0,0.0
1,-0.166666666667
0,0.186111111111
0,0.0
0,0.52
0,0.0
0,0.5
1,-0.0666666666667
0,0.0
0,0.35
0,0.5
0,1.0
0,0.396666666667
1,-0.305555555556
0,-0.0125
1,-0.1375
0,-0.2
0,0.0521428571429
0,0.166666666667
0,-0.164583333333
0,0.025
0,0.0
0,0.0
1,-0.625
0,0.0
0,0.25
0,-0.102083333333
1,-0.145416666667
0,-0.3
1,0.1
1,0.5
0,0.60224609375
0,-0.4
0,-0.0333333333333
0,-0.175
0,0.15
0,0.5859375
0,0.2
0,0.0
0,-0.09125
1,-0.0732142857143
0,0.0
0,0.0
0,0.076455026455
0,0.0
0,0.005859375
0,-0.5
1,-0.582291666667
0,0.0400793650794
0,0.629166666667
0,0.2
0,-0.633333333333
0,0.0
0,-0.5
0,-0.107142857143
0,0.0
0,0.0
0,-0.1
0,0.0
0,0.015
0,0.142857142857
0,0.325
0,-0.241666666667
0,0.875
0,0.05
1,0.0
0,0.0474603174603
0,0.375
0,-0.328125
0,-0.125925925926
0,0.0
0,0.65
0,0.165606060606
0,-0.4
0,-0.8
1,-0.163571428571
1,0.215
1,-0.458333333333
1,-0.135339506173
0,0.0
0,-0.4
0,-0.0791666666667
0,0.142857142857
0,0.0
0,-0.0843939393939
0,-0.337932900433
1,0.4125
0,0.0425
0,0.0
0,0.0833333333333
1,-0.4
0,0.0
0,0.0
1,0.277587890625
1,0.0
1,0.0
0,0.0
0,-0.11
0,0.2765625
0,0.5
0,0.0
1,0.316666666667
0,0.125
0,-1.0
1,-0.4
0,0.0
0,0.0
0,-0.0222222222222
0,0.0464330808081
0,0.0
1,0.3
0,-0.15
1,-0.241666666667
1,-0.0733893557423
0,0.1
1,-0.0375
0,-0.1625
0,-0.9765625
0,0.0
0,0.104166666667
1,-0.505555555556
0,0.3
0,0.625
0,0.1
0,-0.125
0,0.0
0,0.2
0,-0.405
0,0.0
0,0.0
0,0.2
0,0.308333333333
0,0.5
0,0.6
0,0.0234363063407
0,0.0
0,0.0
0,0.285
0,-0.105208333333
0,0.0
0,0.0
0,0.2
0,0.46875
0,0.0
0,0.114583333333
1,-0.102651515152
0,-0.0333333333333
0,0.2
0,0.0
0,-0.4
0,0.075
1,0.2
0,0.25
0,0.0
0,0.3
0,0.0
0,0.625
1,-0.34375
0,0.0
0,0.0958333333333
0,-0.173232323232
0,0.0
0,0.0
0,0.0
0,0.116820276498
1,0.2375
0,0.321428571429
0,0.65
0,0.100595238095
0,0.271428571429
0,0.25
0,0.45
0,0.0825
0,-0.1
0,-0.0133928571429
0,0.1
1,0.2
0,-0.0235896610897
1,-0.8
1,0.7
0,0.383333333333
0,-1.0
0,0.225
0,-0.325
0,-0.3
0,0.15
0,0.0
1,-0.65
0,-0.6
0,0.5
0,0.461111111111
0,0.52
1,0.40625
0,0.0
0,0.05
0,0.25
0,0.275
0,0.0
1,-0.6
0,0.35
0,0.0
0,0.0872727272727
1,-0.425446428571
1,0.0
0,0.0
0,0.15
1,-1.0
1,-0.8
0,0.0
0,0.216666666667
1,0.116666666667
0,-0.2078125
0,0.0769230769231
0,0.285416666667
1,-0.9
0,0.0
0,0.375
0,-0.2
0,-0.329797979798
1,-0.151851851852
1,0.2
1,0.0
0,0.0
1,0.0
1,-0.15
0,0.0416666666667
0,0.2
0,0.0
0,0.0
0,0.1
0,0.1
1,-0.15
0,0.0263480392157
0,0.3
1,-0.3
0,0.166666666667
1,-0.46875
0,0.0987654320988
0,-0.025
1,0.0166666666667
1,0.333333333333
1,-0.65
1,-0.116666666667
0,0.0
0,0.0
0,-0.6
0,-0.00119047619048
0,0.0
0,0.2
0,0.135
0,0.0
0,0.115740740741
1,0.0
0,0.0125
0,0.0
0,-0.204166666667
1,-0.1
0,0.0
1,-0.0625
0,0.0
0,0.1
0,-0.291666666667
0,0.195670995671
0,-0.166666666667
1,0.333333333333
0,0.0836734693878
0,0.333333333333
0,0.225
0,-0.2
0,0.0
1,-0.333333333333
1,-0.1
0,0.357142857143
0,-0.357142857143
0,0.0
0,-0.165104166667
1,-0.8
1,-0.8
0,0.25
1,-0.15
0,0.811111111111
0,0.35
0,-0.1
1,-0.205555555556
0,-0.133333333333
0,0.16
0,0.0
0,0.8
1,0.0
0,0.8
0,0.0
0,-0.0833333333333
1,-0.18
1,0.0666666666667
1,-0.0424242424242
0,0.0
0,0.0788095238095
1,0.0
0,0.166666666667
0,-0.65
0,0.8
0,-0.3
1,0.0
0,0.0
1,0.0
0,0.5
1,-0.8
0,-0.168
1,-0.458333333333
0,-0.14
0,-0.00432098765432
0,-0.02
0,0.0
0,0.0
0,0.025
1,-0.583333333333
1,0.0
0,0.15
0,0.1375
1,-0.133333333333
0,0.1
1,0.0
0,0.0
0,0.7125
1,-0.714285714286
0,0.136666666667
1,-0.4
0,-0.4
1,-0.8
0,-0.4
1,0.8
0,0.233333333333
0,0.201043526786
0,0.0
0,-0.975
1,-0.6
0,-0.00639204545455
1,-0.8
1,-0.1625
0,-0.35
1,0.108333333333
0,-0.4
0,0.0
0,0.0
0,-0.0865646258503
0,0.0
0,0.15
0,-0.2
0,-0.166666666667
1,0.0
1,-0.146875
0,0.333333333333
1,0.0
0,0.5
0,0.0
1,-0.1
0,0.114285714286
0,0.8
1,-0.232857142857
0,0.291666666667
1,-0.3
0,0.0
0,-0.2
0,-0.378571428571
0,-0.0833333333333
0,-0.5
0,-0.6
1,0.0
0,0.0642857142857
1,-0.75
0,-0.275
0,0.142857142857
1,-0.05
0,0.1
0,0.375
0,0.0
0,-0.138095238095
0,0.266666666667
0,0.041512345679
0,0.208333333333
0,-0.141666666667
0,0.245238095238
0,0.217261904762
1,0.160119047619
0,0.192434210526
0,-0.0333333333333
0,0.0
0,0.0
1,0.25
1,-0.483333333333
1,-0.00625
0,0.5
0,0.0
0,-0.0148974358974
0,1.0
1,-0.2875
0,0.0
0,0.0
0,0.0
0,0.333333333333
0,-0.166666666667
0,0.371428571429
0,0.130272108844
0,0.5
0,0.1625
0,0.2
0,0.393229166667
0,0.269727891156
0,0.5
0,0.0
0,0.0
0,0.0
1,0.0821428571429
1,-0.0553240740741
0,1.0
1,-0.0848484848485
1,-0.5
1,-0.2
1,-0.291666666667
0,0.45
0,0.4375
0,0.327857142857
0,0.1
1,-0.4
0,0.0
0,-0.371428571429
1,-0.1875
0,0.145454545455
0,0.0
1,-0.8
0,0.55
1,-0.15
0,-0.121875
0,0.1
1,-0.0318181818182
0,0.0
0,0.2
1,-0.3625
0,0.85
0,0.0
0,0.136363636364
1,-0.466666666667
1,0.1
0,-0.0180555555556
1,0.0833333333333
0,0.366666666667
0,0.0137961397577
0,-0.411458333333
0,0.00515873015873
0,0.4
1,0.3
1,-0.166666666667
1,-0.15
0,0.258333333333
0,0.015625
1,-0.2
0,0.0
0,0.199897186147
0,-0.222916666667
0,0.0
0,-0.8
0,0.01875
1,0.75
0,-0.478125
1,0.0
1,0.0
0,-0.8
0,-0.291666666667
1,-0.148333333333
0,0.0
0,0.233333333333
1,-0.1875
0,0.445238095238
0,0.154545454545
0,0.0
0,-0.166666666667
0,-0.364583333333
1,-0.375
0,0.375
0,0.0621212121212
0,0.0
0,0.0
1,-0.292857142857
1,0.266666666667
1,-0.8
0,-0.8
0,0.0
0,-0.05
0,0.0
0,0.131746031746
1,-0.220833333333
0,0.0
0,0.233333333333
0,-0.358333333333
0,-0.625
0,0.1
0,0.0
0,0.1
0,0.0
1,0.0
0,0.0
0,1.0
0,0.0515151515152
0,0.0
0,0.0
0,0.35
1,-0.1875
0,0.0
0,-0.2
0,0.0
0,-0.8
0,-0.204761904762
0,0.0333333333333
0,0.285714285714
0,-0.0214285714286
1,-0.666666666667
0,0.0
0,0.0
0,-0.6
1,-0.15
0,0.0
0,0.5
0,-0.085
0,0.0
0,0.4375
0,0.375
0,0.00277777777778
1,-0.594444444444
0,0.415625
0,0.0481481481481
0,0.4875
0,0.0
0,-0.0527272727273
1,-0.41875
0,0.1
0,-0.4
0,0.0
1,-0.6
0,0.0444047619048
1,0.0
0,0.5
1,-0.266666666667
0,-0.0185185185185
1,0.0
0,0.7
0,0.0
0,0.1
1,0.0
0,0.177777777778
0,0.0
0,0.125
1,0.8
1,-0.2
0,0.55
0,0.0
0,-0.0628571428571
1,-0.1695
0,0.75
0,0.1
1,0.0
1,0.0
0,0.0
0,0.0
0,0.0666666666667
1,0.0
1,-0.44
0,0.408333333333
0,0.4375
0,0.0
0,0.3
0,0.17619047619
0,-0.1875
1,-1.0
1,0.0852272727273
0,-0.0275062656642
0,-0.2625
1,-0.0919588744589
1,0.0666666666667
1,-0.8
0,0.408333333333
0,0.06
1,0.0
0,0.35
0,0.0
0,0.0910714285714
0,0.175
1,-0.45
0,0.0
0,0.05
0,0.14375
0,0.265
0,-0.0833333333333
0,-0.0380952380952
0,0.0
0,0.5
1,-0.397784090909
1,0.0
0,0.15
1,-0.271296296296
0,-0.0967261904762
0,0.55
1,0.2
0,0.65
1,-0.0888888888889
1,0.0
0,-0.1875
1,0.00625
0,-0.8
0,0.348148148148
0,0.2
0,0.5
0,0.15
0,0.5
0,-0.2
0,0.5
0,0.0
0,-0.05
0,0.2
0,0.433333333333
1,0.0
0,0.0
0,0.0
0,0.0111111111111
0,0.0
0,-0.0625
0,0.42
1,0.366666666667
0,-0.116666666667
0,-0.0333333333333
1,-0.4
1,-0.0410714285714
0,0.5
0,-0.25
0,0.4
0,0.0625
0,0.0
0,0.1
0,0.129166666667
0,0.25
1,0.0
1,-0.13125
0,-0.2
0,0.0
1,-1.0
0,0.249338624339
1,0.5
0,0.0333333333333
0,0.25
0,0.25
1,0.1
0,0.0
0,-0.308333333333
0,-0.6
0,0.0
0,0.283928571429
0,0.0
0,-0.100877192982
0,0.8
0,0.4
0,-0.0204545454545
0,0.0
0,0.5
0,-0.118287037037
1,0.0
0,0.35
0,0.1
1,-0.48828125
1,-0.8
0,0.0
1,0.0
0,-0.155092592593
0,0.025
0,0.0
1,0.1
0,-0.156666666667
0,-0.5
0,-0.166666666667
0,0.0
1,0.0
0,0.0
0,0.25
0,0.5625
0,0.0
0,0.0
1,-0.6
0,0.1
0,0.0
0,0.0
0,0.00284090909091
0,1.0
0,0.102083333333
1,0.395238095238
0,0.0
1,-0.622857142857
0,0.0
1,-0.4125
1,-0.196031746032
0,0.130952380952
1,-0.0171428571429
1,-0.9
0,0.06
0,-0.166666666667
0,0.6
0,0.0
0,-0.2
0,-0.3
0,0.05
0,0.2
0,0.3
1,0.0
0,0.3
0,0.0510353535354
0,-0.4
1,-0.6
1,0.0
0,0.0
1,0.199744897959
0,0.4
0,0.0
0,-0.4
0,0.354166666667
0,0.0
1,0.0
0,-0.442113095238
0,0.0
0,-0.00781558185404
0,-0.09375
1,0.8
1,-0.0678571428571
1,-0.175
0,-0.2109375
0,0.0
0,-0.15
0,-0.121875
1,-0.266666666667
0,0.05
0,-0.12
0,0.166666666667
0,-0.233333333333
0,0.0
1,0.0866666666667
0,0.252380952381
0,0.166666666667
1,-0.15
0,0.875
0,-0.5
0,0.1
0,0.5
0,0.3
0,0.0
0,-0.3
0,0.357142857143
1,0.05625
0,-0.6
1,-0.266666666667
0,0.00833333333333
0,0.0364583333333
0,0.0
1,-0.3
1,-0.2
0,0.0
0,-0.2
0,0.344706959707
1,-0.471428571429
0,0.234433962264
1,0.161111111111
0,0.0
0,0.0
0,0.373015873016
0,0.8
1,-0.2
0,0.028125
0,-0.7
0,0.416666666667
0,0.1375
1,-0.15
0,0.357142857143
0,0.0
0,0.0
0,0.2
1,-0.15
1,0.0
0,0.0
0,0.0
0,0.0811011904762
0,0.125
0,0.0
0,0.185714285714
0,0.0431818181818
0,0.0
0,0.5
1,-0.0972222222222
0,0.3125
1,-0.4
0,-0.4
0,1.0
0,0.341666666667
0,0.8
1,0.0
0,-0.03125
0,0.0
0,-0.1875
0,-0.5
0,-0.275
1,-0.397222222222
0,-0.1075
0,0.0
1,-0.227315104167
1,-0.15
0,-0.0625
1,-0.8
0,0.1875
0,-0.4
1,0.0
0,-0.09375
0,0.173333333333
0,-0.714285714286
0,0.0666666666667
0,0.375
1,0.0916666666667
0,0.0472222222222
0,-0.296875
0,0.25
1,0.028125
0,-0.05
0,-0.106186868687
0,0.0
0,0.0222727272727
0,0.00795454545455
1,0.0916666666667
0,-0.1
0,0.4
0,0.0
0,0.0
1,-0.0333333333333
0,-0.4
0,-0.5
0,-0.22
0,0.2
0,-0.125
1,-0.45
0,-0.2
1,-0.154166666667
0,0.0
0,0.157142857143
0,0.0
0,0.8
0,0.0
0,0.65
0,-0.35
0,-0.125
1,0.0
0,-0.0576923076923
0,0.366666666667
1,-0.1
0,0.0
1,-0.2875
0,-0.65
0,0.0
1,-0.401785714286
1,0.0
0,0.2
0,0.125
0,0.0
1,-1.0
0,0.02
0,0.0666666666667
1,-0.8
0,0.0
1,0.25
1,-0.317380952381
0,-0.075
1,-0.4
0,-0.116326530612
0,0.541666666667
0,-0.0625
0,0.48
0,0.408333333333
1,-0.1375
0,-0.4625
0,0.0
0,0.6
0,0.2
0,0.55
1,0.433333333333
0,-0.0833333333333
0,-0.8
1,0.0833333333333
1,-0.8
0,0.0
0,0.0
0,-0.1
1,0.0
0,-0.188194444444
0,-0.333333333333
0,-0.6
0,-0.8
1,-0.4
0,-0.8
0,0.0
1,-0.375
0,0.0
0,0.0741666666667
0,0.0875
1,0.0
1,0.5
0,-0.0717045454545
0,-0.166666666667
0,-0.0666666666667
0,-0.047619047619
0,0.0
0,0.4
0,0.197142857143
0,0.0
0,0.8544921875
0,0.1
0,0.285714285714
0,-0.25
0,0.0
0,0.3125
0,0.0
0,0.0
0,0.0
0,0.0743055555556
0,0.015625
1,-0.5625
0,0.228571428571
0,-0.275
0,0.0
1,0.0
0,-0.0571428571429
0,0.2375
0,0.0
0,0.333333333333
1,0.1375
0,0.0
1,-0.2125
0,-0.249914965986
0,0.0
0,0.0
0,0.2
0,0.0
0,0.09
0,0.0
0,0.0
0,-0.4
0,0.75
0,0.297916666667
1,-0.003125
0,0.416666666667
0,0.1
1,0.0
1,0.666666666667
0,0.75
0,0.0
1,0.0125
0,-0.0875
0,0.0537619047619
0,0.0
0,0.00416666666667
0,-0.516666666667
0,0.0
0,0.2
0,0.171607142857
0,-0.75
0,-0.1
0,-0.163333333333
0,-0.0619047619048
0,-0.1
0,0.0
1,-0.5
0,-0.2
0,0.222712053571
0,0.0171717171717
0,0.136363636364
0,-0.124436090226
0,0.0
0,0.6
0,0.216666666667
1,0.188095238095
0,0.15
0,0.2
1,-0.140476190476
0,0.0
0,0.875
0,0.0
1,-0.233333333333
0,-0.7
0,-0.5
1,-0.284765625
0,-0.2
0,0.813802083333
1,-0.1
0,0.0
0,0.22012987013
0,-0.133333333333
0,-0.025
0,0.0
0,-0.107142857143
0,-0.155555555556
0,-0.2
0,-0.1
0,-0.6
1,-0.8
1,0.0
0,0.9765625
0,0.380555555556
1,-0.251851851852
0,0.118181818182
0,0.390625
1,-0.8
0,0.3
0,0.0958333333333
1,-0.275
0,-0.191666666667
1,0.0
0,-0.5
0,0.0
0,0.126530612245
1,-0.46875
0,0.2
0,0.133333333333
0,-0.0833333333333
0,0.0
0,-0.1875
0,0.2
0,0.05
0,0.0
0,-0.2
0,0.375
0,-0.4
0,0.0
0,-0.6
1,0.133333333333
0,0.0
0,-0.24375
0,0.206
0,0.304761904762
0,0.4
0,-0.2
1,-0.453125
0,-0.5
1,0.458333333333
0,0.0
1,-1.0
0,0.0
0,-0.228571428571
1,-0.8
0,0.0
0,-0.155555555556
0,-0.233333333333
1,-0.161111111111
0,0.0
0,0.0
0,0.0
1,0.133333333333
0,0.0
0,0.5
0,0.0
1,0.129166666667
0,-0.333333333333
0,0.0
1,-0.222222222222
0,0.56
0,-0.15625
0,-0.4
0,0.125
0,-0.4
0,-0.1
0,0.0
0,0.0
1,0.0
0,0.0
1,-0.0880952380952
0,0.15
0,0.15
0,0.133333333333
0,0.0
0,-0.294444444444
1,-0.00772727272727
0,0.178571428571
1,0.0
0,0.235
1,0.0
1,0.25
0,1.0
1,-0.171428571429
1,-0.233928571429
0,0.6
0,0.0
0,-0.00344155844156
0,-0.231150793651
0,-0.291666666667
0,0.0
1,0.0680844907407
1,-1.0
1,0.0533333333333
0,-0.00375
0,0.0
1,0.0
0,-0.9375
0,-0.8125
1,0.416666666667
1,0.25
0,0.1
0,-0.163888888889
1,-0.05
1,-0.733333333333
1,0.0
0,0.203571428571
0,-0.375
1,0.0183982683983
1,-1.0
0,0.0664835164835
0,0.154166666667
0,-0.65
0,0.0229166666667
0,-0.5
1,0.0
0,0.55625
0,0.8
0,0.0
1,-0.176666666667
0,-0.0526785714286
1,-0.1
1,0.0
0,-1.0
1,0.0365384615385
0,0.0
1,-0.3
0,0.0
0,-0.296875
1,-0.25
0,0.0
0,0.205555555556
0,0.203703703704
0,0.1
0,0.309090909091
0,0.0
1,0.116666666667
1,-0.19375
0,0.25
0,0.0
1,0.113095238095
0,0.6
1,0.5
0,-0.00833333333333
0,0.0
0,0.416666666667
0,0.2
0,0.5
0,0.0
0,0.3
0,0.0
0,-0.2
0,-0.40625
1,0.170833333333
0,0.025
0,-0.310208333333
0,-0.0327922077922
0,0.0
0,0.0
0,0.0536796536797
0,0.0875
0,0.0
1,-0.0801587301587
1,-0.381944444444
0,0.0
0,0.446428571429
0,0.0
0,0.7
0,0.358333333333
0,0.0
0,-0.3
1,-0.2
1,0.0
0,0.5
1,0.0
0,0.05
0,-0.714285714286
0,0.233333333333
0,-0.4
0,0.0
0,0.8
1,0.0
0,0.0
1,-0.283333333333
1,0.0
0,0.295833333333
1,0.05
0,0.0
0,0.25
1,-0.8
0,0.0
1,0.0553333333333
0,0.220238095238
0,0.0
0,-0.179166666667
1,0.0
1,-0.8
0,0.2
0,-0.4
1,0.4
0,-0.185
0,0.875
0,0.0
0,0.0
0,-0.4
0,0.0
1,-0.204761904762
0,0.0
1,-0.633333333333
0,-0.5
1,-0.111111111111
0,0.0634920634921
1,-0.766666666667
0,0.0310784313725
0,-0.1
0,0.0
0,0.2
0,0.0
1,-0.6
1,0.166666666667
0,0.00277777777778
1,-0.6
0,0.0860119047619
0,-0.171875
0,0.8
0,-0.345833333333
0,0.0
0,0.317857142857
0,0.48828125
0,0.5
0,0.0
0,0.35
0,0.416666666667
0,-0.0225
0,0.018125
0,-0.0130952380952
0,0.145555555556
0,0.0262626262626
0,-0.0952380952381
0,-0.133333333333
0,-0.1625
0,0.0
0,0.0
0,0.0
0,0.05
0,0.0
0,0.8
0,-0.112261904762
0,-0.75
0,0.0
0,-0.1
0,0.0
1,-0.3
0,-0.0625
1,0.0
0,-0.125
0,0.222222222222
0,-0.04375
0,0.138272727273
1,-0.1875
1,0.0
0,-0.133333333333
0,0.0
0,0.0
0,-0.2125
0,0.0
0,0.0
0,-0.0380952380952
0,0.0
0,-0.166666666667
1,-0.1875
0,0.0
0,0.6
0,-0.35
1,-0.322222222222
0,0.375
0,0.0630277777778
0,-0.75
0,0.0
0,-0.025
1,0.0
0,0.0
0,0.0
0,0.0
0,0.10119047619
0,0.0
1,-0.433333333333
0,0.0
1,-0.557142857143
0,0.4
0,-0.6
0,-0.2
0,0.0
1,-0.846428571429
0,-0.138888888889
0,0.5
1,-0.0801587301587
0,0.0
1,0.0
0,0.0
0,0.029059714795
1,0.142857142857
1,-0.3875
0,0.0
0,0.248214285714
0,-0.2
0,0.5
0,0.0
0,0.0
0,0.0
0,0.0
1,0.0
1,-0.196862244898
1,0.0
0,-0.3
1,0.0
1,0.0
0,-0.8
0,-0.141666666667
0,-0.0267361111111
0,0.0
0,-0.175
0,-0.28125
1,0.0
0,0.0
0,-0.6
0,-0.333333333333
1,0.075
1,0.0
